Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creative Global Technology Holdings Limited (NasdaqCM:CGTL),NasdaqCM:CGTL,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Technology Distributors,Creative Global Technology Holdings Limited (NasdaqCM:CGTL) 2024 Form 424B4,"Creative Global Technology Holdings Limited, an investment holding company, engages in sourcing and reselling recycled consumer electronic devices in Hong Kong. The company wholesales, retails, and rents pre-owned consumer electronic devices, such as smartphones, tablets, and laptops; and engages in trading activities. It also offers its products through online. The company was founded in 2016 and is headquartered in Kwun Tong, Hong Kong. Creative Global Technology Holdings Limited is a subsidiary of HSZ Holdings Limited.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crucible Intellectual Property, LLC",-,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Licensor,,"Liquidmetal Technologies, Inc. (OTCPK:LQMT) 2024 Form 10-K","Crucible Intellectual Property, LLC operates as a subsidiary of Liquidmetal Technologies, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuriosityStream Inc. (NasdaqCM:CURI),NasdaqCM:CURI,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Movies and Entertainment,CuriosityStream Inc. (NasdaqCM:CURI) 2024 Form 10-K,"CuriosityStream Inc. operates as a factual content streaming service and media company. The company provides premium video and audio programming services in various categories of factual entertainment, including science, history, society, nature, lifestyle, and technology through direct subscription video on-demand (SVoD) platforms accessible by internet connected devices, or indirectly via distribution partners who deliver CuriosityStream content via distributor’s platform or system, as well as through bundled content licenses for SVoD and linear offerings, talks and courses, and partner bulk sales. It offers streaming content through devices, including televisions, set-top boxes, computers, streaming media players, game consoles, and mobile devices. The company was founded in 2015 and is based in Silver Spring, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvent Holding Corp.,-,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Application Software,Cvent Holding Corp. 2023 Form 10-K,"Cvent Holding Corp. develops and provides a cloud-based enterprise event marketing, management, and hospitality platform for marketers, meeting, and event planners in North America and internationally. It offers Event Cloud solutions consists of event marketing and management solutions that enables marketers and planners to maximize engagement and ROI from their virtual in-person or hybrid events. The company also provides Hospitality Cloud solutions provides hotels, venues, and destinations with online marketing solutions for marketing their events business to planners; and software solutions that automate the events sales cycle and enhancing collaboration with planners to design and manage events. In addition, it offers hospitality cloud online marketing solutions, which enables suppliers to advertise and market on venue sourcing networks, including CSN, SpeedRFP.com, and Wedding-Spot.com; hospitality cloud software solutions, such as hotels, destinations, and venues software solutions to automate and enhance how they sell and execute events; and network effect. The company sells its platform primarily through a direct inside sales team. The company was formerly known as Cvent, Inc. and changed its name to Cvent Holding Corp. in December, 2021. Cvent Holding Corp. was founded in 1999 and is based in Tysons, Virginia with additional offices in Austin, Dallas, Texas; Portland, Oregon; Fredericton, Canada; Frankfurt, Europe; London, United Kingdom; Melbourne, Australia; Gurugram, India; Singapore; and Dubai, UAE.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CyberLink Corp. (TWSE:5203),TWSE:5203,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Application Software,CyberLink Corp. (TWSE:5203) 2024 Form Doc,"CyberLink Corp., a multimedia software and AI facial recognition technology company, designs and sells video entertainment and media creation software in Taiwan, the United States, Japan, and internationally. It offers software for video and photo editing, multimedia playback, file conversion, online chat, and mobile; video editing software and plug-ins for creative control; digital marketing; and software solutions for desktop recording, webcam capture, and livestreaming. The company also provides solutions for burning, backup, and media conversion needs; and apps for video and photo editing, as well as digital marketing. In addition, it offers digital content creation, video conferencing, live casting, and mobile application solutions. The company serves consumer, commercial, and education markets. CyberLink Corp. was incorporated in 1990 and is headquartered in New Taipei City, Taiwan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarioHealth Corp. (NasdaqCM:DRIO),NasdaqCM:DRIO,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Health Care Technology,DarioHealth Corp. (NasdaqCM:DRIO) 2024 Form 10-K,"DarioHealth Corp. operates as a digital health company in the United States, Canada, the European Union, Australia, and New Zealand. Its digital therapeutics platform and suite of solutions deliver personalized and dynamic interventions driven by data analytics and one-on-one coaching for diabetes, hypertension, weight management, musculoskeletal pain, and behavioral health. The company offers Dario Evolve, a metabolic solution to address metabolic health needs, such as diabetes, pre-diabetes, hypertension, and weight management; Dario Move, which address most common musculoskeletal conditions; Dario Elevate, a behavioral health solution that optimizes access to evidence-based care; and Dario One, a full suite of chronic condition management solution; and Dario blood glucose monitoring systems. It also provides native devices, such as glucose meter, blood pressure cuff, digital scale, and biofeedback sensor device, as well as live coaching services. The company was formerly known as LabStyle Innovations Corp. and changed its name to DarioHealth Corp. in July 2016. DarioHealth Corp. was incorporated in 2011 and is based in New York, New York.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DatChat, Inc. (NasdaqCM:DATS)",NasdaqCM:DATS,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Application Software,"DatChat, Inc. (NasdaqCM:DATS) 2024 Form 10-K","DatChat, Inc. operates as a secure messaging, metaverse, and social media company that focuses on protecting privacy on personal devices and user information after it is shared with others. Its DatChat Messenger & Private Social Network presents technology that allows users to change how long messages can be viewed before or after users send them, prevents screenshots, and hides encrypted photos in plain sight on camera rolls. Its technology offers users a traditional texting experience while providing control and security for messages. The company through its DatChat Messenger, a user can decide how long messages last on a recipient's device, delete individual messages or entire message threads, making it like the conversation never happened. DatChat, Inc. was formerly known as Dat Chat, Inc. and changed its name to DatChat, Inc. in August 2016. The company was incorporated in 2014 and is based in New Brunswick, New Jersey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deezer S.A. (ENXTPA:DEEZR),ENXTPA:DEEZR,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Movies and Entertainment,Deezer S.A. (ENXTPA:DEEZR) - Form Doc,"Deezer S.A. provides music streaming services worldwide. It operates through Direct, Partnerships, and Other segments. The company streams songs, live radio, and podcasts through its mobile application, partnerships, and website, Deezer.com. Further, it offers advertising services. The company is based in Paris, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deltamac(Taiwan)Co.,Ltd (TPEX:6144)",TPEX:6144,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Licensor,Movies and Entertainment,"Deltamac(Taiwan)Co.,Ltd (TPEX:6144) 2024 Form Doc","Deltamac(Taiwan)Co.,Ltd produces, distributes, and franchises audio and video products in Taiwan. The company engages in the production, recording, publication, rental, distribution, and export and import of rights. It is also involved in the agency and sale of physical and digital copyrights of movies; operation of TSUTAYA bookstores and Wired Tokyo cafés; and provision of catering services. In addition, the company sells stationery products. Deltamac(Taiwan)Co.,Ltd was incorporated in 1995 and is headquartered in Taipei City, Taiwan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deutsche EuroShop AG (XTRA:DEQ),XTRA:DEQ,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Landlord,Real Estate Operating Companies,Deutsche EuroShop AG (XTRA:DEQ) 2024 Form ,"Deutsche EuroShop is the only public company in Germany to invest exclusively in shopping centers in prime locations. The company currently has investments in 21 shopping centers in Germany, Austria, Poland, the Czech Republic and Hungary. The portfolio includes the Main-Taunus-Zentrum near Frankfurt, the Altmarkt-Galerie in Dresden and the Galeria Baltycka in Gdansk, among many others.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DiDi Global Inc. (OTCPK:DIDI.Y),OTCPK:DIDI.Y,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Passenger Ground Transportation,DiDi Global Inc. (OTCPK:DIDI.Y) 2024 Form 20-F,"DiDi Global Inc. operates a mobility technology platform that provides various mobility and other services in the People's Republic of China, Brazil, Mexico, and internationally. It offers ride hailing, online taxi, chauffeur, hitch, and other forms of shared mobility services; leasing and refueling solutions; electric vehicle charging services; and bike and e-bike sharing, intra-city freight, food delivery, and financial services. The company is also developing an autonomous driving solution. The company was formerly known as Xiaoju Kuaizhi Inc. and changed its name to DiDi Global Inc. in June 2021. DiDi Global Inc. was founded in 2012 and is headquartered in Beijing, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Cinema United Holding Ltd.,-,Itunes S.à R.L.,"Subsidiary/Investment
                         ",Licensor,Movies and Entertainment,Liquid Media Group Ltd. (OTCPK:YVRL.F) 2022 Form 20-F,"Digital Cinema United Holding Ltd. offers technical content services for theatrical, home entertainment, and digital distribution platforms. The company was founded in 2015 and is based in Culver City, California. As of March 7, 2022, Digital Cinema United Holding Ltd. operates as a subsidiary of Liquid Media Group Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Hollywood Interactive Limited (SEHK:2022),SEHK:2022,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Home Entertainment,Digital Hollywood Interactive Limited (SEHK:2022) 2024 Form Doc,"Digital Hollywood Interactive Limited, an investment holding company, publishes online games for China-based game developers in North America, Europe, the People's Republic of China, and internationally. The company develops, operates, and publishes web-based games and mobile games to various demographic user communities; and provides game redesign, optimization, marketing, distribution, monetization, payment support, and other user-related services. It also offers marketing and technical support services. The company was founded in 2010 and is headquartered in Guangzhou, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dolby Laboratories, Inc. (NYSE:DLB)",NYSE:DLB,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Licensor,Systems Software,"Dolby Laboratories, Inc. (NYSE:DLB) 2024 Form 10-K","Dolby Laboratories, Inc. engages in the design and manufacture of audio, imaging, accessibility, and other hardware and software solutions primarily for application in the television, broadcast, and live entertainment industries in the United States and internationally. The company develops and licenses its audio technologies, such as AAC, HE-AAC, and extended HE-AAC, a digital audio codec solution; AVC, a digital video codec used in STBs, mobile devices, cameras, and broadcast television services and other products; and Dolby Atmos and Dolby Vision include encoding technologies that artists use to create more compelling and immersive audio and video experiences. Its audio technologies also include DD+, an advanced surround sound audio codec technology; Dolby AC-4, an audio codec that uses cutting edge compression; and HEVC, a next-generation digital video codec that compresses video. In addition, the company offers Dolby Cinemas, a premium large format cinemas that deliver a Dolby branded premium cinema offering with Dolby Vision, Dolby Atmos, and a Dolby theater design; Dolby.io, a next generation SaaS product of immersive, interactive, and social experiences with real-time engagement for live events, especially sports; and digital cinema servers, cinema processors, amplifiers, loudspeakers, and audio and imaging hardware and software products for the cinema, television, broadcast, communication, and entertainment industries. Further, it provides various services to support theatrical and television production for cinema exhibition, broadcast, and home entertainment. The company serves film studios, content creators, post-production facilities, and broadcasters. Dolby Laboratories, Inc. was founded in 1965 and is headquartered in San Francisco, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DoubleDown Interactive Co., Ltd. (NasdaqGS:DDI)",NasdaqGS:DDI,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Home Entertainment,"DoubleDown Interactive Co., Ltd. (NasdaqGS:DDI) 2024 Form 20-F","DoubleDown Interactive Co., Ltd. engages in the development and publishing of casual games and mobile applications in South Korea. It publishes digital gaming content on mobile and web platforms. The company offers DoubleDown Casino, DoubleDown Classic, DoubleDown Fort Knox, and cash me out games, as well as sells in-game virtual chips. Its games are primarily distributed, marketed, and promoted through third party platform providers. The company was formerly known as The8Games Co., Ltd. and changed its name to DoubleDown Interactive Co., Ltd. in December 2019. The company was incorporated in 2008 and is headquartered in Seoul, South Korea. DoubleDown Interactive Co., Ltd. is a subsidiary of DoubleU Games Co., Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
